,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
2229,KR7032800005,A032800,판타지오,판타지오,Fantagio Corp.,1997/06/26,KOSDAQ,주권,중견기업부,보통주,100,646808660
2230,KR7318010006,A318010,팜스빌,팜스빌,"Pharmsville Co., Ltd.",2019/10/22,KOSDAQ,주권,벤처기업부,보통주,500,7929338
2231,KR7036580009,A036580,팜스코보통주,팜스코,FARMSCO,1999/10/25,KOSPI,주권,,보통주,500,36727943
2232,KR7027710003,A027710,팜스토리,팜스토리,"FarmStory CO.,LTD.",1996/07/06,KOSDAQ,주권,우량기업부,보통주,500,111416600
2233,KR7004720009,A004720,팜젠사이언스보통주,팜젠사이언스,PharmGen Science,1990/06/15,KOSPI,주권,,보통주,500,14712933
2234,KR7225590009,A225590,패션플랫폼,패션플랫폼,"Fashion Platform Co.,Ltd.",2015/10/05,KOSDAQ,주권,중견기업부,보통주,100,26636713
2235,KR7054300009,A054300,팬스타엔터프라이즈,팬스타엔터프라이즈,"Panstar Enterprise Co., Ltd.",2002/01/10,KOSDAQ,주권,벤처기업부,보통주,500,56389966
2236,KR7068050004,A068050,팬엔터테인먼트,팬엔터테인먼트,"PAN ENTERTAINMENT CO., LTD.",2006/07/07,KOSDAQ,주권,벤처기업부,보통주,500,27247982
2237,KR7028670008,A028670,팬오션보통주,팬오션,PanOcean,2007/09/21,KOSPI,주권,,보통주,1000,534569512
2238,KR7222110009,A222110,팬젠,팬젠,Pangen Biotech Inc.,2016/03/11,KOSDAQ,주권,기술성장기업부,보통주,500,10669530
2239,KR7010820009,A010820,퍼스텍보통주,퍼스텍,FIRSTEC,1989/05/10,KOSPI,주권,,보통주,500,48061460
2240,KR7016800005,A016800,퍼시스보통주,퍼시스,Fursys,1996/12/24,KOSPI,주권,,보통주,1000,11500000
2241,KR7263750002,A263750,펄어비스,펄어비스,PearlAbyss Corp.,2017/09/14,KOSDAQ,주권,우량기업부,보통주,100,66221500
2242,KR7251970000,A251970,펌텍코리아,펌텍코리아,"PUM-TECH KOREA CO., LTD.",2019/07/04,KOSDAQ,주권,우량기업부,보통주,500,12400000
2243,KR7001020007,A001020,페이퍼코리아보통주,페이퍼코리아,PaperCorea Inc.,1976/06/26,KOSPI,주권,,보통주,500,40782857
2244,KR7327610002,A327610,펨토바이오메드,펨토바이오메드,Femtobiomed,2019/07/10,KONEX,주권,일반기업부,보통주,500,8387122
2245,KR7087010005,A087010,펩트론,펩트론,"Peptron, Inc.",2015/07/22,KOSDAQ,주권,기술성장기업부,보통주,500,20626853
2246,KR7090080003,A090080,평화산업 주식회사 보통주,평화산업,"Pyung Hwa Industrial Co., Ltd.",2006/06/02,KOSPI,주권,,보통주,500,54902259
2247,KR7010770006,A010770,평화홀딩스보통주,평화홀딩스,Pyung Hwa Holdings,1986/03/31,KOSPI,주권,,보통주,500,14625466
2248,KR7119500007,A119500,포메탈,포메탈,"FORMETAL CO., LTD",2010/09/17,KOSDAQ,주권,중견기업부,보통주,500,11847232
2249,KR7058430000,A058430,포스코강판보통주,포스코강판,POSCO COATED & COLOR STEEL,2002/08/16,KOSPI,주권,,보통주,5000,6000000
2250,KR7005490008,A005490,포스코보통주,POSCO,POSCO,1988/06/10,KOSPI,주권,,보통주,5000,87186835
2251,KR7022100002,A022100,포스코아이씨티,포스코 ICT,POSCO ICT COMPANY LTD.,2000/11/28,KOSDAQ,주권,우량기업부,보통주,500,152034729
2252,KR7047050000,A047050,포스코인터내셔널보통주,포스코인터내셔널,POSCO INTERNATIONAL,2001/03/23,KOSPI,주권,,보통주,5000,123375149
2253,KR7003670007,A003670,포스코케미칼보통주,포스코케미칼,POSCO CHEMICAL,2019/05/29,KOSPI,주권,,보통주,500,77463220
2254,KR7189690001,A189690,포시에스,포시에스,"FORCS Co., Ltd.",2015/02/11,KOSDAQ,주권,벤처기업부,보통주,500,8673641
2255,KR7318020005,A318020,포인트모바일,포인트모바일,"POINT MOBILE Co., Ltd.",2020/12/03,KOSDAQ,주권,벤처기업부,보통주,100,12662272
2256,KR7256630005,A256630,포인트엔지니어링,포인트엔지니어링,"POINT ENGINEERING Co., Ltd.",2017/05/02,KOSDAQ,주권,우량기업부,보통주,100,57663572
2257,KR7331380006,A331380,포커스에이치엔에스,포커스에이치엔에스,FOCUS HNS,2019/10/02,KOSDAQ,주권,벤처기업부,보통주,100,18058582
2258,KR7141020008,A141020,포티스,포티스,"Fortis, Inc.",2013/01/29,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,174440126
2259,KR7041020009,A041020,폴라리스오피스,폴라리스오피스,Polaris Office,2005/10/28,KOSDAQ,주권,벤처기업부,보통주,500,40174180
2260,KR7114630007,A114630,폴라리스우노,폴라리스우노,UNO&COMPANY,2010/01/15,KOSDAQ,주권,중견기업부,보통주,500,13573965
2261,KR7123010001,A123010,폴라리스웍스,폴라리스웍스,POLARIS WORKS,2016/07/20,KOSDAQ,주권,기술성장기업부,보통주,100,57004183
2262,KR7007630007,A007630,폴루스바이오팜보통주,폴루스바이오팜,POLUS BioPharm Inc.,1988/10/24,KOSPI,주권,,보통주,500,45007695
2263,KR7290720002,A290720,푸드나무,푸드나무,"FOODNAMOO, INC.",2018/10/04,KOSDAQ,주권,우량기업부,보통주,500,6806034
2264,KR7005670005,A005670,푸드웰,푸드웰,FOODWELL CORPORATION,1993/12/07,KOSDAQ,주권,우량기업부,보통주,500,10000000
2265,KR7094940004,A094940,푸른기술,푸른기술,PULOON TECHNOLOGY INC.,2007/09/14,KOSDAQ,주권,벤처기업부,보통주,500,8361386
2266,KR7007330004,A007330,푸른상호저축은행,푸른저축은행,PureunMutualSavingsBank,1993/12/07,KOSDAQ,주권,우량기업부,보통주,1000,15082800
2267,KR7017810003,A017810,풀무원보통주,풀무원,PULMUONE,1995/10/05,KOSPI,주권,,보통주,500,38120542
2268,KR7093380004,A093380,풍강,풍강,"PUNGKANG CO.,LTD",2007/06/01,KOSDAQ,주권,중견기업부,보통주,500,9879313
2269,KR7023900004,A023900,풍국주정공업,풍국주정,PungkukAlcholnd,1994/11/23,KOSDAQ,주권,중견기업부,보통주,500,12600000
2270,KR7103140000,A103140,풍산 보통주,풍산,POONGSAN CORPORATION,2008/07/30,KOSPI,주권,,보통주,5000,28024278
2271,KR7005810007,A005810,풍산홀딩스보통주,풍산홀딩스,POONGSAN HOLDINGS,1988/07/28,KOSPI,주권,,보통주,5000,10409528
2272,KR7220100002,A220100,퓨쳐켐,퓨쳐켐,"FutureChem Co., Ltd.",2016/12/01,KOSDAQ,주권,기술성장기업부,보통주,500,13645971
2273,KR7035200005,A035200,프럼파스트,프럼파스트,"PLUMB FAST CO., LTD.",2002/01/15,KOSDAQ,주권,벤처기업부,보통주,500,9730590
2274,KR7334970001,A334970,프레스티지바이오로직스,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.",2021/03/11,KOSDAQ,주권,기술성장기업부,보통주,500,47206389
2275,KR8702070002,A950210,프레스티지바이오파마KDR,프레스티지바이오파마,PRESTIGE BIOPHARMA LIMITED KDR,2021/02/05,KOSPI,주식예탁증권,,보통주,무액면,60096155
2276,KR7203690003,A203690,프로스테믹스,프로스테믹스,PROSTEMICS CO.LTD.,2014/09/30,KOSDAQ,주권,벤처기업부,보통주,100,45756948
2277,KR7321260002,A321260,프로이천,프로이천,PRO2000,2019/05/31,KOSDAQ,주권,벤처기업부,보통주,100,26932084
2278,KR7303360002,A303360,프로테옴텍,프로테옴텍,PROTEOMETECH,2018/12/19,KONEX,주권,일반기업부,보통주,500,11176715
2279,KR7053610002,A053610,프로텍,프로텍,"PROTEC Co., Ltd.",2001/08/17,KOSDAQ,주권,우량기업부,보통주,500,11000000
2280,KR7377220009,A377220,프롬바이오,프롬바이오,"From Bio Co., Ltd.",2021/09/28,KOSDAQ,주권,기술성장기업부,보통주,100,14155000
2281,KR7335810008,A335810,프리시젼바이오,프리시젼바이오,Precision Biosensor Inc.,2020/12/22,KOSDAQ,주권,기술성장기업부,보통주,500,11337060
2282,KR7053160008,A053160,프리엠스,프리엠스,FreeMs Corporation,2001/10/30,KOSDAQ,주권,중견기업부,보통주,500,6000000
2283,KR7367000007,A367000,플래티어,플래티어,"Plateer Co., Ltd.",2021/08/12,KOSDAQ,주권,중견기업부,보통주,500,8269707
2284,KR7075130005,A075130,플랜티넷,플랜티넷,"PLANTYNET Co., Ltd.",2005/06/10,KOSDAQ,주권,벤처기업부,보통주,500,8960000
2285,KR7222670002,A222670,플럼라인생명과학,플럼라인생명과학,Plumbline Life Sciences,2015/07/28,KONEX,주권,일반기업부,보통주,500,2872050
2286,KR7237820006,A237820,플레이디,플레이디,"PlayD Co., Ltd.",2020/03/12,KOSDAQ,주권,중견기업부,보통주,500,12827140
2287,KR7023770001,A023770,플레이위드,플레이위드,PLAYWITH Inc.,1994/11/07,KOSDAQ,주권,벤처기업부,보통주,500,8703529
2288,KR7300080009,A300080,플리토,플리토,FLITTO Inc.,2019/07/17,KOSDAQ,주권,기술성장기업부,보통주,500,5209811
2289,KR7150440006,A150440,피노텍,피노텍,Finotek,2014/12/05,KONEX,주권,일반기업부,보통주,500,9565412
2290,KR7032580003,A032580,피델릭스,피델릭스,"Fidelix Co., Ltd.",1997/04/22,KOSDAQ,주권,벤처기업부,보통주,500,33132064
2291,KR7051380004,A051380,피씨디렉트,피씨디렉트,"PC Direct, Inc.",2002/02/15,KOSDAQ,주권,중견기업부,보통주,500,7668536
2292,KR7241820000,A241820,피씨엘,피씨엘,PCL. Inc,2017/02/23,KOSDAQ,주권,기술성장기업부,보통주,500,10089397
2293,KR7178920005,A178920,피아이첨단소재보통주,PI첨단소재,"PI Advanced Materials Co., Ltd.",2021/08/09,KOSPI,주권,,보통주,500,29366322
2294,KR7237750005,A237750,피앤씨테크,피앤씨테크,"PNC Technologies Co., Ltd.",2016/07/04,KOSDAQ,주권,중견기업부,보통주,500,6496600
2295,KR7024850000,A024850,피에스엠씨,피에스엠씨,"PSMC Co., Ltd",2001/01/18,KOSDAQ,주권,중견기업부,보통주,500,40573626
2296,KR7319660007,A319660,피에스케이,피에스케이,PSK INC.,2019/05/10,KOSDAQ,주권,중견기업부,보통주,500,14765020
2297,KR7031980006,A031980,피에스케이홀딩스,피에스케이홀딩스,PSK HOLDINGS INC.,1997/01/07,KOSDAQ,주권,중견기업부,보통주,500,21562395
2298,KR7002230001,A002230,피에스텍,피에스텍,"PS Tec. Co., Ltd.",1991/01/04,KOSDAQ,주권,중견기업부,보통주,500,19669243
2299,KR7057880007,A057880,피에이치씨,피에이치씨,PHC,2003/12/29,KOSDAQ,주권,중견기업부,보통주,500,118807375
2300,KR7043370006,A043370,피에이치에이,피에이치에이,PHA,2001/12/13,KOSDAQ,주권,우량기업부,보통주,500,21000000
2301,KR7242350007,A242350,피엔아이컴퍼니,피엔아이컴퍼니,PNIcompany,2016/12/22,KONEX,주권,일반기업부,보통주,500,4761520
2302,KR7239890007,A239890,피엔에이치테크,피엔에이치테크,"P&H TECH Co., Ltd.",2021/02/16,KOSDAQ,주권,기술성장기업부,보통주,500,4516016
2303,KR7347740003,A347740,피엔케이피부임상연구센타,피엔케이피부임상연구센타,"P&K Skin Research Center Co.,Ltd.",2020/09/09,KOSDAQ,주권,벤처기업부,보통주,500,7502644
2304,KR7137400008,A137400,피엔티,피엔티,"People & Technology, Inc.",2012/07/06,KOSDAQ,주권,우량기업부,보통주,500,22741198
2305,KR7024940009,A024940,피엔풍년,PN풍년,"PNPOONGNYUN CO.,LTD",1995/01/04,KOSDAQ,주권,벤처기업부,보통주,500,10000000
2306,KR7128660008,A128660,피제이메탈,피제이메탈,"PJ METAL CO., LTD.",2010/12/13,KOSDAQ,주권,중견기업부,보통주,500,24803369
2307,KR7006140008,A006140,피제이전자,피제이전자,"PJ ELECTRONICS CO., LTD.",1993/12/07,KOSDAQ,주권,우량기업부,보통주,500,15000000
2308,KR7304840002,A304840,피플바이오,피플바이오,"PeopleBio, Inc.",2020/10/19,KOSDAQ,주권,기술성장기업부,보통주,500,11244940
2309,KR7062970009,A062970,피피아이,피피아이,PPI. INC,2019/12/26,KOSDAQ,주권,벤처기업부,보통주,500,9308185
2310,KR7087600003,A087600,픽셀플러스,픽셀플러스,"Pixelplus. Co., Ltd.",2015/06/12,KOSDAQ,주권,중견기업부,보통주,500,8166558
2311,KR7161580006,A161580,필옵틱스,필옵틱스,"PHILOPTICS CO., LTD.",2017/06/01,KOSDAQ,주권,중견기업부,보통주,500,20698505
2312,KR7347770000,A347770,핌스,핌스,PIMS Inc.,2020/09/18,KOSDAQ,주권,벤처기업부,보통주,500,7575065
2313,KR7163730005,A163730,핑거,핑거,Finger Inc.,2021/01/29,KOSDAQ,주권,벤처기업부,보통주,500,9239014
2314,KR7332710003,A332710,하나금융14호기업인수목적,하나금융14호스팩,Hana Financial Fourteen Special Purpose Acquisition Company,2019/11/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4410000
2315,KR7341160000,A341160,하나금융15호기업인수목적,하나금융15호스팩,Hana Financial Fifteenth Special Purpose Acquisition Company,2020/01/30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4710000
2316,KR7343510004,A343510,하나금융16호기업인수목적,하나금융16호스팩,Hana Financial Sixteen Special Purpose Acquisition Company,2020/07/23,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4010000
2317,KR7363260001,A363260,하나금융17호기업인수목적,하나금융17호스팩,Hana Financial Seventeen Special Purpose Acquisition Company,2021/02/10,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6810000
2318,KR7388220006,A388220,하나금융19호기업인수목적,하나금융19호스팩,Hana Financial Nineteen Special Purpose Acquisition Company,2021/10/07,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6310000
2319,KR7086790003,A086790,하나금융지주보통주,하나금융지주,HanaFinancialGroupInc.,2005/12/12,KOSPI,주권,,보통주,5000,300242062
2320,KR7299030007,A299030,하나기술,하나기술,"HANA TECHNOLOGY CO.,LTD.",2020/11/25,KOSDAQ,주권,벤처기업부,보통주,500,7473170
2321,KR7067310003,A067310,하나마이크론,하나마이크론,Hana Micron Inc.,2005/10/11,KOSDAQ,주권,중견기업부,보통주,500,31934879
2322,KR7372290007,A372290,하나머스트7호기업인수목적,하나머스트7호스팩,Hana Must Seven Special Purpose Acquisition Company,2021/03/05,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4304000
2323,KR7166090001,A166090,하나머티리얼즈,하나머티리얼즈,Hana Materials Inc.,2017/04/28,KOSDAQ,주권,우량기업부,보통주,500,19730674
2324,KR7293480000,A293480,하나제약보통주,하나제약,Hana Pharm,2018/10/02,KOSPI,주권,,보통주,500,17772946
2325,KR7039130000,A039130,하나투어보통주,하나투어,HANATOUR SERVICE,2011/11/01,KOSPI,주권,,보통주,500,13939185
2326,KR7136480001,A136480,하림,하림,"HARIM Co., Ltd.",2011/05/02,KOSDAQ,주권,중견기업부,보통주,500,106209702
2327,KR7003380003,A003380,하림지주,하림지주,"Harim Holdings Co., Ltd.",2017/06/30,KOSDAQ,주권,우량기업부,보통주,100,92341820
2328,KR7172580003,A172580,하이골드오션12호국제선박투자회사,하이골드12호,Hi Gold Ocean Kmarin No.12 Ship Investment Company,2013/07/12,KOSPI,선박투자회사,,보통주,5000,13044500
2329,KR7153360003,A153360,하이골드오션3호선박투자회사,하이골드3호,Hi Gold Ocean No.3 Ship Investment Company,2012/05/04,KOSPI,선박투자회사,,보통주,5000,16149790
2330,KR7149980005,A149980,하이로닉,하이로닉,"Hironic Co.,Ltd",2014/12/17,KOSDAQ,주권,중견기업부,보통주,100,14099995
2331,KR7013030002,A013030,하이록코리아,하이록코리아,HY-LOK CORPORATION,1989/12/15,KOSDAQ,주권,우량기업부,보통주,500,13613232
2332,KR7352820005,A352820,하이브보통주,하이브,HYBE,2020/10/15,KOSPI,주권,,보통주,500,39050817
2333,KR7126700004,A126700,하이비젼시스템,하이비젼시스템,HyVISION SYSTEM.INC,2010/09/10,KOSDAQ,주권,우량기업부,보통주,500,14942112
2334,KR7106080005,A106080,하이소닉,하이소닉,"HYSONIC Co., Ltd.",2010/02/09,KOSDAQ,주권,관리종목(소속부없음),보통주,1000,24668500
2335,KR7071090005,A071090,하이스틸 보통주,하이스틸,"HISTEEL CO., LTD.",2003/02/17,KOSPI,주권,,보통주,500,19999440
2336,KR7340120005,A340120,하이제5호기업인수목적,하이제5호스팩,HI Special Purpose Acquisition Company V,2019/12/23,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5020000
2337,KR7377400007,A377400,하이제6호기업인수목적,하이제6호스팩,HI Special Purpose Acquisition Company VI,2021/05/10,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5407500
2338,KR7221840002,A221840,하이즈항공,하이즈항공,"HIZEAERO Co.,Ltd.",2015/11/25,KOSDAQ,주권,중견기업부,보통주,500,17696167
2339,KR7106190002,A106190,하이텍팜,하이텍팜,"HIGH TECH PHARM CO., LTD.",2010/07/28,KOSDAQ,주권,중견기업부,보통주,500,7088782
2340,KR7019490002,A019490,하이트론씨스템즈보통주,하이트론,HitronSystems,1998/11/04,KOSPI,주권,,보통주,2500,7321344
2341,KR7000082008,A000087,하이트진로2우선주(신형),하이트진로2우B,HITEJINRO(2PB),2011/09/26,KOSPI,주권,,신형우선주,5000,1130138
2342,KR7000080002,A000080,하이트진로보통주,하이트진로,HITEJINRO,2009/10/19,KOSPI,주권,,보통주,5000,70133611
2343,KR7000141002,A000145,하이트진로홀딩스1우선주,하이트진로홀딩스우,HITEJINROHOLDINGS(1P),1987/09/29,KOSPI,주권,,구형우선주,5000,470810
2344,KR7000140004,A000140,하이트진로홀딩스보통주,하이트진로홀딩스,HITEJINROHOLDINGS,1973/09/19,KOSPI,주권,,보통주,5000,23206765
2345,KR7066130006,A066130,하츠,하츠,HAATZ Inc.,2003/02/11,KOSDAQ,주권,우량기업부,보통주,500,12800000
2346,KR7004590006,A004590,한국가구,한국가구,KoreaFurniture,1993/06/03,KOSDAQ,주권,중견기업부,보통주,100,15000000
2347,KR7036460004,A036460,한국가스공사보통주,한국가스공사,KoreaGasCorporation,1999/12/15,KOSPI,주권,,보통주,5000,92313000
2348,KR7039340005,A039340,한국경제티브이,한국경제TV,"Korea Business News CO., LTD.",2004/07/30,KOSDAQ,주권,우량기업부,보통주,500,23000000
2349,KR7005430004,A005430,한국공항보통주,한국공항,KoreaAirportService,1976/12/28,KOSPI,주권,,보통주,5000,3166355
2350,KR7034950006,A034950,한국기업평가,한국기업평가,Korea Ratings Corporation,2002/02/07,KOSDAQ,주권,우량기업부,보통주,5000,4540514
2351,KR7010040004,A010040,한국내화보통주,한국내화,KOREAREFRACTORIES,2000/10/16,KOSPI,주권,,보통주,500,41067062
2352,KR7025540006,A025540,한국단자공업보통주,한국단자,KoreaElectricTerminal,1996/10/16,KOSPI,주권,,보통주,500,10415000
2353,KR7222980005,A222980,한국맥널티,한국맥널티,"Mcnulty Korea Co., Ltd",2015/12/23,KOSDAQ,주권,벤처기업부,보통주,500,10534795
2354,KR7331660001,A331660,한국미라클피플사,한국미라클피플사,KOREA MIRACLE PEOPLE COMPANY,2019/10/28,KONEX,주권,일반기업부,보통주,500,1100000
2355,KR7318000007,A318000,한국바이오젠,한국바이오젠,"KOREA BIO-GEN Co.,Ltd",2019/08/01,KOSDAQ,주권,벤처기업부,보통주,200,8176825
2356,KR7096300009,A096300,한국베트남부동산개발특별자산1호투자회사,베트남개발1,Vietnam Real Estate Development Fund1,2007/06/13,KOSPI,투자회사,,보통주,무액면,137680211
2357,KR7256840000,A256840,한국비엔씨,한국비엔씨,"BNC Korea Co, Ltd",2016/12/28,KOSDAQ,주권,벤처기업부,보통주,100,51531636
2358,KR7004090007,A004090,한국석유공업보통주,한국석유,KOREA PETROLEUM INDUSTRIES,1977/06/25,KOSPI,주권,,보통주,500,12694120
2359,KR7025550005,A025550,한국선재,한국선재,"HANKUK STEEL WIRE CO., LTD.",1995/06/19,KOSDAQ,주권,우량기업부,보통주,500,24522254
2360,KR7002200004,A002200,한국수출포장공업보통주,한국수출포장,KoreaExportPackagingIndustrial,1974/06/28,KOSPI,주권,,보통주,5000,4000000
2361,KR7002960003,A002960,한국쉘석유보통주,한국쉘석유,HankookShellOil,1988/08/10,KOSPI,주권,,보통주,5000,1300000
2362,KR7017890005,A017890,한국알콜산업,한국알콜,KoreaAlcoholIndustrial,1992/08/04,KOSDAQ,주권,우량기업부,보통주,500,21605760
2363,KR7000240002,A000240,한국앤컴퍼니보통주,한국앤컴퍼니,HANKOOK & COMPANY,1968/12/27,KOSPI,주권,,보통주,500,94935240
2364,KR7033270000,A033270,한국유나이티드제약 보통주,유나이티드제약,Korea United Pharm. Inc.,2007/10/23,KOSPI,주권,,보통주,500,16244822
2365,KR7080720006,A080720,한국유니온제약,한국유니온제약,"UNION KOREA PHARM CO.,Ltd",2018/07/26,KOSDAQ,주권,벤처기업부,보통주,500,7903728
2366,KR7123890006,A123890,한국자산신탁보통주,한국자산신탁,KAIT,2016/07/13,KOSPI,주권,,보통주,500,123977752
2367,KR7015760002,A015760,한국전력공사보통주,한국전력,KoreaElectricPower,1989/08/10,KOSPI,주권,,보통주,5000,641964077
2368,KR7052690005,A052690,한국전력기술 보통주,한전기술,KEPCO Engineering & Construction,2009/12/14,KOSPI,주권,,보통주,200,38220000
2369,KR7063570006,A063570,한국전자금융,한국전자금융,"NICE Total Cash Management Co., Ltd",2006/07/14,KOSDAQ,주권,우량기업부,보통주,500,34147728
2370,KR7041460007,A041460,한국전자인증,한국전자인증,Korea Electronic Certification Authority Inc.,2010/11/19,KOSDAQ,주권,중견기업부,보통주,500,19000000
2371,KR7006200000,A006200,한국전자홀딩스보통주,한국전자홀딩스,KEC HOLDINGS,1979/11/30,KOSPI,주권,,보통주,500,46803136
2372,KR7101680007,A101680,한국정밀기계,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",2009/05/19,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8404000
2373,KR7039740006,A039740,한국정보공학,한국정보공학,Korea Information Engineering Services,2000/07/06,KOSDAQ,주권,중견기업부,보통주,500,8018397
2374,KR7053300000,A053300,한국정보인증,한국정보인증,"KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED",2014/02/04,KOSDAQ,주권,중견기업부,보통주,500,41776331
2375,KR7025770009,A025770,한국정보통신,한국정보통신,KoreaInformation&Communication,1998/01/20,KOSDAQ,주권,우량기업부,보통주,500,37444271
2376,KR7310870001,A310870,한국제8호기업인수목적,한국제8호스팩,"Korea No.8 Special Purpose Acquisition Co., LTD.",2018/12/20,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3420000
2377,KR7368770004,A368770,한국제9호기업인수목적,한국9호스팩,"Korea No.9 Special Purpose Acquisition Co., LTD.",2021/01/21,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4810000
2378,KR7009540006,A009540,한국조선해양보통주,한국조선해양,KOREA SHIPBUILDING & OFFSHORE ENGINEERING,1999/08/24,KOSPI,주권,,보통주,5000,70773116
2379,KR7023350002,A023350,한국종합기술보통주,한국종합기술,Korea Engineering Consultants Corp.,2011/04/28,KOSPI,주권,,보통주,500,10950000
2380,KR7025890005,A025890,한국주강보통주,한국주강,HankookSteel,1997/07/18,KOSPI,주권,,보통주,500,11309259
2381,KR7000970004,A000970,한국주철관공업보통주,한국주철관,KoreaCastIronPipeInd,1969/12/12,KOSPI,주권,,보통주,500,22800500
2382,KR7104700000,A104700,한국철강보통주,한국철강,KISCO Corp.,2008/09/29,KOSPI,주권,,보통주,1000,46050000
2383,KR7017960006,A017960,한국카본보통주,한국카본,HankukCarbon,1995/07/08,KOSPI,주권,,보통주,500,43960757
2384,KR7023760002,A023760,한국캐피탈,한국캐피탈,"Han Kook Capital Co., Ltd.",1994/11/07,KOSDAQ,주권,우량기업부,보통주,500,315609576
2385,KR7054040001,A054040,한국컴퓨터,한국컴퓨터,KOREA COMPUTER INC.,2002/01/15,KOSDAQ,주권,중견기업부,보통주,500,16071290
2386,KR7050540004,A050540,한국코퍼레이션,한국코퍼레이션,HANKOOK Corporation Inc.,2005/12/12,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,51185593
2387,KR7161890009,A161890,한국콜마보통주,한국콜마,KOLMAR KOREA,2012/10/19,KOSPI,주권,,보통주,500,22881180
2388,KR7024720005,A024720,한국콜마홀딩스보통주,한국콜마홀딩스,KOLMAR KOREA HOLDINGS,2002/04/09,KOSPI,주권,,보통주,500,18576719
2389,KR7021650007,A021650,한국큐빅,한국큐빅,CUBIC KOREA INC.,2003/01/24,KOSDAQ,주권,중견기업부,보통주,500,16350563
2390,KR7161390000,A161390,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지,HANKOOK TIRE & TECHNOLOGY,2012/10/04,KOSPI,주권,,보통주,500,123875069
2391,KR7053590006,A053590,한국테크놀로지,한국테크놀로지,HANKOOK Technology Inc.,2001/08/23,KOSDAQ,주권,벤처기업부,보통주,500,123957822
2392,KR7034830000,A034830,한국토지신탁보통주,한국토지신탁,KOREIT,2016/07/11,KOSPI,주권,,보통주,1000,252489230
2393,KR7152550000,A152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전,KIM ANKOR Oilfield Overseas Resources Development Fund[1],2012/03/08,KOSPI,투자회사,,보통주,무액면,70020000
2394,KR7168490001,A168490,한국투자Parallel유전해외자원개발특별자산투자회사1호,한국패러랠,KIM Parallel Oilfield Overseas Resources Development Fund[1],2013/04/19,KOSPI,투자회사,,보통주,무액면,80020000
2395,KR7071051007,A071055,한국투자금융지주1우선주,한국금융지주우,KOREA INVESTMENT HOLDINGS(1P),2003/07/21,KOSPI,주권,,구형우선주,5000,5858251
2396,KR7071050009,A071050,한국투자금융지주보통주,한국금융지주,KOREA INVESTMENT HOLDINGS,2003/07/21,KOSPI,주권,,보통주,5000,55725992
2397,KR7007280001,A007280,한국특강보통주,한국특강,KOREA STEEL,1989/11/13,KOSPI,주권,,보통주,500,53242476
2398,KR7032300006,A032300,한국파마,한국파마,"KOREA PHARMA Co., Ltd.",2020/08/10,KOSDAQ,주권,우량기업부,보통주,500,10906701
2399,KR7037230000,A037230,한국팩키지,한국팩키지,"HANKUK PACKAGE CO., LTD.",1999/12/21,KOSDAQ,주권,중견기업부,보통주,500,25000000
2400,KR7010100006,A010100,한국프랜지공업보통주,한국프랜지,KoreaFlange,1987/10/02,KOSPI,주권,,보통주,1000,30450420
2401,KR7047810007,A047810,한국항공우주산업보통주,한국항공우주,KOREA AEROSPACE INDUSTRIES,2011/06/30,KOSPI,주권,,보통주,5000,97475107
2402,KR7123690000,A123690,한국화장품보통주,한국화장품,HANKOOKCOSMETICS,2010/06/01,KOSPI,주권,,보통주,500,16068000
2403,KR7003350006,A003350,한국화장품제조보통주,한국화장품제조,HankookCosmeticsManufacturing,1978/02/06,KOSPI,주권,,보통주,500,4532000
2404,KR7030520001,A030520,한글과컴퓨터,한글과컴퓨터,HANCOM INC.,1996/09/24,KOSDAQ,주권,우량기업부,보통주,500,25203830
2405,KR7052600004,A052600,한네트,한네트,"HANNET CO., LTD.",2001/07/10,KOSDAQ,주권,중견기업부,보통주,500,11563700
2406,KR7011500006,A011500,한농화성보통주,한농화성,HANNONGCHEMICALSINC.,2003/01/09,KOSPI,주권,,보통주,500,15637042
2407,KR7002390003,A002390,한독보통주,한독,HANDOK Inc.,1976/06/30,KOSPI,주권,,보통주,500,13763533
2408,KR7256150004,A256150,한독크린텍,한독크린텍,"Handok Clean Tech Co., Ltd.",2019/09/05,KOSDAQ,주권,벤처기업부,보통주,500,8393000
